PMDB,PT,PSDB,PP,PR,PSD,PSB,DEM,PRB,PDT,PTB,SD,PTN,PCdoB,PSC,PPS,PHS,PV,PSOL,PROS,REDE,PTdoB,PEN,PSL,PMB,PRP,ano,municipio_codigo,cargo_codigo,partido_codigo,coligacao,populacao,latitude,longitude,estado,municipio,cargo,tipo,partido,coligacao_nome,coligacao_partidos,codigo_ibge,pobres,idhm,rendapercapita,candidaturas_mun
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,19,11,,1,38203,-10.7889,-65.329597,RO,GUAJARÁ-MIRIM,PREFEITO,COLIGACAO,PRB,UMA GUAJARÁ PARA TODOS,PRB / PHS,,,,,3
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,19,11,,1,38203,-10.7889,-65.329597,RO,GUAJARÁ-MIRIM,PREFEITO,COLIGACAO,PDT,BRAVA GENTE,PDT / PTB / PSB / PTC / PSD,,,,,3
1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2016,19,11,,1,38203,-10.7889,-65.329597,RO,GUAJARÁ-MIRIM,PREFEITO,COLIGACAO,PMDB,TRABALHO E COMPROMISSO,PMDB / DEM / PP / PV / PSDC / PMN / PT / PSC / PSL / PC do B / PSDB / PTN,,,,,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35,11,13,0,419354,-8.7607698,-63.899899,RO,PORTO VELHO,PREFEITO,PARTIDO ISOLADO,PT,#NULO#,PT,1100205,7.9499998,.736,929.19,9
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35,11,,1,419354,-8.7607698,-63.899899,RO,PORTO VELHO,PREFEITO,COLIGACAO,PSDB,JUNTOS POR UMA PORTO VELHO MELHOR,PSDB / PSDC,,,,,9
0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2016,35,11,,1,419354,-8.7607698,-63.899899,RO,PORTO VELHO,PREFEITO,COLIGACAO,PSD,PORTO VELHO MAIS FORTE,PSD / PDT / PSB / PC do B / PTC / REDE / PPL / PV / PHS / SD,,,,,9
0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2016,35,11,,1,419354,-8.7607698,-63.899899,RO,PORTO VELHO,PREFEITO,COLIGACAO,PTB,ABRACE PORTO VELHO,PTB / PP / PRP / PTN / PROS / PSC / PPS,,,,,9
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35,11,,1,419354,-8.7607698,-63.899899,RO,PORTO VELHO,PREFEITO,COLIGACAO,PR,PARA ORGULHAR PORTO VELHO,PR / PSL,,,,,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,35,11,50,0,419354,-8.7607698,-63.899899,RO,PORTO VELHO,PREFEITO,PARTIDO ISOLADO,PSOL,#NULO#,PSOL,1100205,7.9499998,.736,929.19,9
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35,11,13,0,419354,-8.7607698,-63.899899,RO,PORTO VELHO,PREFEITO,PARTIDO ISOLADO,PT,#NULO#,PT,1100205,7.9499998,.736,929.19,9
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35,11,13,0,419354,-8.7607698,-63.899899,RO,PORTO VELHO,PREFEITO,PARTIDO ISOLADO,PT,#NULO#,PT,1100205,7.9499998,.736,929.19,9
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35,11,,1,419354,-8.7607698,-63.899899,RO,PORTO VELHO,PREFEITO,COLIGACAO,PMDB,POR AMOR A PORTO VELHO,PMDB / DEM / PRB / PRTB,,,,,9
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2016,51,11,,1,115322,-10.8777,-61.932201,RO,JI-PARANÁ,PREFEITO,COLIGACAO,PR,MUDAR PARA CRESCER,PR / PSL / PPS / PMN / PP / PT do B,,,,,3
1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,2016,51,11,,1,115322,-10.8777,-61.932201,RO,JI-PARANÁ,PREFEITO,COLIGACAO,PSB,O TRABALHO CONTINUA,PSB / PDT / PTB / PMDB / PSC / PT / PSDB / PSD / PV / PTN / PROS / PEN / PHS / PC do B / PRP,,,,,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,51,11,,1,115322,-10.8777,-61.932201,RO,JI-PARANÁ,PREFEITO,COLIGACAO,PRB,GOVERNO DA OPORTUNIDADE,PRB / PSDC,,,,,3
0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2016,78,11,,1,88730,-9.9057102,-63.032501,RO,ARIQUEMES,PREFEITO,COLIGACAO,PDT,COMPROMISSO CONTINUA,PDT / PSDB / PRB / PTN / PTB / PT / PSC / PR / PRTB / PSB / PV / PSD / PC do B / SD,,,,,2
1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,2016,78,11,,1,88730,-9.9057102,-63.032501,RO,ARIQUEMES,PREFEITO,COLIGACAO,PMDB,COLIGAÇÃO JEITO NOVO DE FAZER POLITICA,PMDB / DEM / PSL / PPS / PHS / PMN / PTC / PRP / PEN / PT do B / PP / PROS / PSDC,,,,,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,94,11,50,0,76876,-11.4343,-61.4562,RO,CACOAL,PREFEITO,PARTIDO ISOLADO,PSOL,#NULO#,PSOL,1100049,13.08,.71799999,738.06,6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,94,11,,1,76876,-11.4343,-61.4562,RO,CACOAL,PREFEITO,COLIGACAO,PT,CACOAL MELHOR PARA TODOS,PT / PRP,,,,,6
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,94,11,,1,76876,-11.4343,-61.4562,RO,CACOAL,PREFEITO,COLIGACAO,PPS,UNIDOS PELO NOVO COM A FORÇA DO POVO,PPS / PRB / PR,,,,,6
0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,94,11,,1,76876,-11.4343,-61.4562,RO,CACOAL,PREFEITO,COLIGACAO,DEM,ACREDITAMOS EM CACOAL,DEM / PSD / REDE,,,,,6
1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2016,94,11,,1,76876,-11.4343,-61.4562,RO,CACOAL,PREFEITO,COLIGACAO,PMDB,CACOAL SOMOS TODOS NOS,PMDB / PSDC / PTN / PHS / PP / PTB / PV / SD / PSDB / PEN,,,,,6
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,94,11,,1,76876,-11.4343,-61.4562,RO,CACOAL,PREFEITO,COLIGACAO,PDT,AÇÃO E DETERMINAÇÃO,PDT / PMN / PSB / PSL,,,,,6
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,116,11,,1,33386,-11.672,-61.198002,RO,PIMENTA BUENO,PREFEITO,COLIGACAO,PCdoB,A MELHOR PROPOSTA,PC do B / PMN / PSDB,,,,,3
0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,116,11,,1,33386,-11.672,-61.198002,RO,PIMENTA BUENO,PREFEITO,COLIGACAO,PP,UNIDOS POR PIMENTA BUENO,PP / PTB / PSC / DEM / PR,,,,,3
0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,116,11,,1,33386,-11.672,-61.198002,RO,PIMENTA BUENO,PREFEITO,COLIGACAO,PSB,PRA DEFENDER PIMENTA BUENO,PSB / PSDC / PRB / PSD / PV / PMDB,,,,,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,132,11,50,0,75450,-12.7502,-60.1488,RO,VILHENA,PREFEITO,PARTIDO ISOLADO,PSOL,#NULO#,PSOL,1100304,6.3699999,.73100001,768.97998,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,132,11,50,0,75450,-12.7502,-60.1488,RO,VILHENA,PREFEITO,PARTIDO ISOLADO,PSOL,#NULO#,PSOL,1100304,6.3699999,.73100001,768.97998,4
0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2016,132,11,,1,75450,-12.7502,-60.1488,RO,VILHENA,PREFEITO,COLIGACAO,PRB,PRA FAZER DIFERENTE,PRB / PP / PDT / PT / PSC / PR / PTC / PV / PRP / PSDB / SD,,,,,4
1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,2016,132,11,,1,75450,-12.7502,-60.1488,RO,VILHENA,PREFEITO,COLIGACAO,PMDB,A VONTADE DO POVO,PMDB / PTB / PSD / DEM / PPS / PSDC / PHS / PSB / PC do B / PT do B / PEN / PTN / PMN,,,,,4
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2016,159,11,,1,51304,-10.4318,-62.478802,RO,JARU,PREFEITO,COLIGACAO,PRB,JARU PERTENCE A TODOS,PRB / PT / DEM / PPS / PHS / PEN / PC do B / SD,,,,,2
1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,2016,159,11,,1,51304,-10.4318,-62.478802,RO,JARU,PREFEITO,COLIGACAO,PSDB,UM NOVO JEITO DE ADMINISTRAR,PSDB / PP / PSL / PMDB / PTB / PTN / PDT / PMN / PRP / PSB / PSC / PV / PSDC,,,,,2
1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2016,175,11,,1,37159,-10.7167,-62.2565,RO,OURO PRETO DO OESTE,PREFEITO,COLIGACAO,PROS,OURO PRETO COM A FORÇA DO POVO,PROS / PMDB / PTB / PHS / PP / PR / PDT / PRP / PT / PSDB / PSC / PSD,,,,,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,175,11,,1,37159,-10.7167,-62.2565,RO,OURO PRETO DO OESTE,PREFEITO,COLIGACAO,PSDC,RENOVAÇÃO: SEU VOTO FAZ A DIFERENÇA,PSDC / PSB / PRB,,,,,2
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,191,11,,1,21459,-11.169,-61.898602,RO,PRESIDENTE MÉDICI,PREFEITO,COLIGACAO,PT,EXPERIENCIA E TRANSPARENCIA,PT / PSDC / PRB / PDT / PMN / PR / PSB,,,,,2
1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016,191,11,,1,21459,-11.169,-61.898602,RO,PRESIDENTE MÉDICI,PREFEITO,COLIGACAO,PSDB,UNIÃO E RESPEITO,PSDB / PMDB / PP / PTB / PSC / DEM / PV / PSD / SD / PPS,,,,,2
0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,213,11,,1,13246,-12.4367,-64.227997,RO,COSTA MARQUES,PREFEITO,COLIGACAO,PSDB,A ESPERANÇA VENCERA A MENTIRA,PSDB / PSD / PSDC / PSB / PTB,,,,,3
0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2016,213,11,,1,13246,-12.4367,-64.227997,RO,COSTA MARQUES,PREFEITO,COLIGACAO,DEM,UM NOME NOVO PARA UM TEMPO NOVO,DEM / PHS / PMN / PP / PR / PRB / PROS / PT / PTC,,,,,3
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,213,11,,1,13246,-12.4367,-64.227997,RO,COSTA MARQUES,PREFEITO,COLIGACAO,PMDB,UNIAO E PROGRESSO I,PMDB / PV / PDT / PTN / PRP,,,,,3
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,230,11,,1,18204,-13.1174,-60.545399,RO,COLORADO DO OESTE,PREFEITO,COLIGACAO,PV,COLORADO PODE MAIS,PV / PDT / PR / PT / DEM,,,,,3
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,230,11,,1,18204,-13.1174,-60.545399,RO,COLORADO DO OESTE,PREFEITO,COLIGACAO,PSDC,O TRABALHO CONTINUA,PSDC / PTB / PP / PROS,,,,,3
1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2016,230,11,,1,18204,-13.1174,-60.545399,RO,COLORADO DO OESTE,PREFEITO,COLIGACAO,PRB,MUDANÇAS PARA COLORADO AVANÇAR,PRB / PMDB / PSB / PTN / PSC / PPS / PHS / PMN / PRP / PSDB / PSD,,,,,3
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,256,11,,1,,,,RO,ESPIGÃO DO OESTE,PREFEITO,COLIGACAO,PR,TRABALHO E RENOVAÇÃO POR AMOR A ESPIGÃO,PR / PRB / PV / PRP,,,,,3
1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,256,11,,1,,,,RO,ESPIGÃO DO OESTE,PREFEITO,COLIGACAO,PP,UNIDOS SOMOS FORTES,PP / PSD / PSDB / PMDB / PSDC / PSC,,,,,3
0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2016,256,11,,1,,,,RO,ESPIGÃO DO OESTE,PREFEITO,COLIGACAO,PSB,DE MAOS DADAS COM O POVO,PSB / DEM / SD / PC do B / PT / PSOL / PTN / PTB,,,,,3
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2016,272,11,,1,16815,-13.187,-60.816799,RO,CEREJEIRAS,PREFEITO,COLIGACAO,PP,FAZER CEREJEIRAS AVANÇAR AINDA MAIS E O NOSSO DESAFIO,PP / PROS / PV / PDT / PTB / PR / PHS / PSDB,,,,,2
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,272,11,,1,16815,-13.187,-60.816799,RO,CEREJEIRAS,PREFEITO,COLIGACAO,PMDB,UM NOVO TEMPO,PMDB / PSB / DEM / PT,,,,,2
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2016,299,11,,1,49999,-11.7271,-61.7714,RO,ROLIM DE MOURA,PREFEITO,COLIGACAO,PSB,"CORAGEM PARA MUDAR, COMPETÊNCIA PARA GOVERNAR",PSB / PV / PTN / PPS / PTC / PMN,,,,,5
0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,299,11,,1,49999,-11.7271,-61.7714,RO,ROLIM DE MOURA,PREFEITO,COLIGACAO,PSD,"ROLIM NÃO PODE PARAR, CONTINUAR É PRECISO",PSD / PSDB / PRB / PT / PSDC / PP / PEN,,,,,5
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,299,11,,1,49999,-11.7271,-61.7714,RO,ROLIM DE MOURA,PREFEITO,COLIGACAO,PRP,UMA NOVA HISTÓRIA PARA ROLIM DE MOURA,PRP / PT do B,,,,,5
1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,299,11,,1,49999,-11.7271,-61.7714,RO,ROLIM DE MOURA,PREFEITO,COLIGACAO,PMDB,ROLIM MERECE MAIS,PMDB / DEM / PR / PTB / PC do B / SD,,,,,5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,299,11,,1,49999,-11.7271,-61.7714,RO,ROLIM DE MOURA,PREFEITO,COLIGACAO,PDT,JUNTOS POR ROLIM.RENOVAR É PRECISO,PDT / PSL / PHS,,,,,5
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,310,11,,1,,,,RO,ALTA FLORESTA DO OESTE,PREFEITO,COLIGACAO,PMDB,FRENTE POPULAR,PMDB / PRB / PDT / PV / SD,,,,,2
0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,310,11,,1,,,,RO,ALTA FLORESTA DO OESTE,PREFEITO,COLIGACAO,PP,COMPROMISSO E TRANSPARENCIA,PP / PSB / DEM / PTB / PSDB / PSD / PR / PC do B / PMN / PT / PSDC / PSC,,,,,2
0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,337,11,,1,,,,RO,ALVORADA DO OESTE,PREFEITO,COLIGACAO,PP,O TRABALHO E RESPEITO CONTINUA,PP / SD / PDT / PV / PTB / PMN / PTN,,,,,2
1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,337,11,,1,,,,RO,ALVORADA DO OESTE,PREFEITO,COLIGACAO,PMDB,UNIDOS POR UMA ALVORADA MELHOR,PMDB / PR / PSD / PSC / PRB / PSDC / PSDB / PSB / PT,,,,,2
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,353,11,,1,,,,RO,SANTA LUZIA DO OESTE,PREFEITO,COLIGACAO,PP,TODOS UNIDOS POR UMA SANTA LUZIA MELHOR,PP / PT / PTB / PR,,,,,3
1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,353,11,,1,,,,RO,SANTA LUZIA DO OESTE,PREFEITO,COLIGACAO,DEM,´´ O TRABALHO CONTINUA ´´,DEM / PSC / PMDB / PSD / PSDB / PSB,,,,,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,353,11,70,0,,,,RO,SANTA LUZIA DO OESTE,PREFEITO,PARTIDO ISOLADO,PTdoB,#NULO#,PT do B,,,,,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,370,11,44,0,,,,RO,NOVA BRASILÂNDIA DO OESTE,PREFEITO,PARTIDO ISOLADO,PRP,#NULO#,PRP,,,,,3
1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2016,370,11,,1,,,,RO,NOVA BRASILÂNDIA DO OESTE,PREFEITO,COLIGACAO,PTB,JUNTOS POR NOVA BRASILÂNDIA,PTB / PMDB / PDT / PSDC / PR / PTN / PSC / PSB / PSD / PSDB / PROS / PHS / PRB / PV,,,,,3
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,370,11,,1,,,,RO,NOVA BRASILÂNDIA DO OESTE,PREFEITO,COLIGACAO,PP,"É PRECISO MUDAR, A HORA É AGORA",PP / DEM / PPS / PT / SD,,,,,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,396,11,20,0,,,,RO,MACHADINHO DO OESTE,PREFEITO,PARTIDO ISOLADO,PSC,#NULO#,PSC,,,,,4
0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,2016,396,11,,1,,,,RO,MACHADINHO DO OESTE,PREFEITO,COLIGACAO,PHS,AGORA É A VEZ DO POVO,PHS / PRB / PPS / PT / PC do B / PEN / PMN / PTN / PT do B / PR / PSL,,,,,4
1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,396,11,,1,,,,RO,MACHADINHO DO OESTE,PREFEITO,COLIGACAO,PMDB,COLIGACAO JUNTOS POR AMOR A MACHADINHO,PMDB / SD / PTB / PDT / PSDC / PSDB / DEM / PV / PP / PSD,,,,,4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,396,11,,1,,,,RO,MACHADINHO DO OESTE,PREFEITO,COLIGACAO,PSB,VAMOS JUNTOS CONSTRUIR UM MACHADINHO QUE QUEREMOS,PSB / PRP,,,,,4
0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,418,11,,1,19630,-11.6953,-62.7192,RO,SÃO MIGUEL DO GUAPORÉ,PREFEITO,COLIGACAO,DEM,RENOVAR E PRECISO,DEM / PSD / PROS / PP / PRB / PTN / PSDB,,,,,3
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,418,11,,1,19630,-11.6953,-62.7192,RO,SÃO MIGUEL DO GUAPORÉ,PREFEITO,COLIGACAO,PT,COM HONESTIDADE O TRABALHO CONTINUA,PT / PDT / PTB / PMDB / PR / PSB / PV,,,,,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,418,11,27,0,19630,-11.6953,-62.7192,RO,SÃO MIGUEL DO GUAPORÉ,PREFEITO,PARTIDO ISOLADO,PSDC,#NULO#,PSDC,1100320,33.34,.64600003,440.60001,3
1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2016,434,11,,1,21311,-10.4077,-65.334602,RO,NOVA MAMORÉ,PREFEITO,COLIGACAO,PMDB,NOVA MAMORÉ NO CAMINHO CERTO,PMDB / PDT / PP / PT / PTB / PPS / PHS / PMN / PSB / PV,,,,,2
0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,434,11,,1,21311,-10.4077,-65.334602,RO,NOVA MAMORÉ,PREFEITO,COLIGACAO,PRB,UNIDOS POR NOVA MAMORÉ,PRB / PSL / PTN / PR / PSDB / SD,,,,,2
0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,450,11,,1,6156,-13.4945,-60.551998,RO,CABIXI,PREFEITO,COLIGACAO,PV,RESPEITO POR CABIXI,PV / PTB / PSDC / PP / SD / PDT / PSB,,,,,2
1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,450,11,,1,6156,-13.4945,-60.551998,RO,CABIXI,PREFEITO,COLIGACAO,PMDB,UNIDOS POR CABIXI,PMDB / PT / PSDB / PSD / PR,,,,,2
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,477,11,,1,18992,-8.7907,-63.7005,RO,CANDEIAS DO JAMARI,PREFEITO,COLIGACAO,PRB,CANDEIAS JUNTOS SOMOS MAIS FORTE,PRB / PR / PRTB / PRP / PSDC,,,,,7
0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,477,11,,1,18992,-8.7907,-63.7005,RO,CANDEIAS DO JAMARI,PREFEITO,COLIGACAO,PP,CANDEIAS TEM JEITO E CANDEIAS TEM JEITO I,PP / PTB / PV / PSD / SD,,,,,7
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,477,11,,1,18992,-8.7907,-63.7005,RO,CANDEIAS DO JAMARI,PREFEITO,COLIGACAO,PSB,JUNTOS IREMOS RECONSTRUIR CANDEIAS,PSB / DEM / PTC,,,,,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,477,11,23,0,18992,-8.7907,-63.7005,RO,CANDEIAS DO JAMARI,PREFEITO,PARTIDO ISOLADO,PPS,#NULO#,PPS,1100809,15.8,.64899999,463.63,7
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,477,11,,1,18992,-8.7907,-63.7005,RO,CANDEIAS DO JAMARI,PREFEITO,COLIGACAO,PDT,UNIDOS PARA MUDAR,PDT / PT / PC do B / PHS,,,,,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,477,11,,1,18992,-8.7907,-63.7005,RO,CANDEIAS DO JAMARI,PREFEITO,COLIGACAO,PMN,MUDAR PARA CRESCER!,PMN / PTN,,,,,7
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,477,11,,1,18992,-8.7907,-63.7005,RO,CANDEIAS DO JAMARI,PREFEITO,COLIGACAO,PSDB,NOVO TEMPO,PSDB / PMDB / PROS / PSC,,,,,7
0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,493,11,,1,8309,-9.1968699,-63.180901,RO,ITAPUÃ DO OESTE,PREFEITO,COLIGACAO,PDT,JUNTOS POR UMA ITAPUÃ MELHOR,PDT / PP / SD / PMN / PSDB,,,,,4
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,493,11,,1,8309,-9.1968699,-63.180901,RO,ITAPUÃ DO OESTE,PREFEITO,COLIGACAO,PMDB,ITAPUÃ NO RUMO CERTO,PMDB / DEM / PRB,,,,,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,493,11,,1,8309,-9.1968699,-63.180901,RO,ITAPUÃ DO OESTE,PREFEITO,COLIGACAO,PSC,FELIZ CIDADE,PSC / PT / PTB,,,,,4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,493,11,,1,8309,-9.1968699,-63.180901,RO,ITAPUÃ DO OESTE,PREFEITO,COLIGACAO,PSB,JUNTOS COM O POVO,PSB / PSL / PROS,,,,,4
0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,515,11,,1,9668,-11.6961,-61.995098,RO,NOVO HORIZONTE DO OESTE,PREFEITO,COLIGACAO,PP,NOVO HORIZONTE NAO PODE PARAR,PP / PTB / PTN / PR / PSD / PSDB / PRP / PMN / DEM / PV / PPS,,,,,2
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,515,11,,1,9668,-11.6961,-61.995098,RO,NOVO HORIZONTE DO OESTE,PREFEITO,COLIGACAO,PRB,POR UM NOVO HORIZONTE MELHOR,PRB / PDT / PT / PMDB / PSDC / PSB,,,,,2
